the_review,topics
Good headset,headphone
I enjoy everything about it!,keyboard_speakers
Good sound quality not as much noise cancellation,headphone
It is a good mic,keyboard_speakers
Love my headphones for ps4 very good in anything u play,headphone
Very good for gaming on my PC.,headphone
"Haven’t had much time to use it yet, but like it so far.",mouse
For gaming I like the noise cancellation. I like the surround sound especially for gaming,headphone
Bought these for my son and he loves them!  He says they're really comfortable and the sound quality is good.,headphone
Love this product comfort noise cancellation great for gaming,headphone
Comfortable headset and a solid upgrade from my previous.,keyboard_speakers
"Used these for gaming for my son, quality is great!",headphone
I love the sound quality. This is a great product for the price.,headphone
There’s nothing I disliked . I used it for gaming .The noise cancellation was amazing and I love the sound quality.,headphone
"Honestly, this product is super good, especially for the price. My brother has his own pair of gaming headphones. They are a different brand that cost about 70$. I would say that this for a lot cheaper sounds better and fits better than his. If you needed one real fast, I would say buying this would be a good option. That's what I did. I was having problems in class with my mic so I had to buy new headphones and this did the job!!",keyboard_speakers
My son loved this headset!,headphone
"Really great product,it came on time and it was of great quality thanks so much",headphone
"I loved the sound cancelation for the audio, and the mic is awesome, it also has lights on the side which is cool at night.",headphone
Perfect my son loves them,headphone
"I was kind of skeptical for only $25 but definitely worth the price. They are comfortable, decent noise canceling, and they look good too. 5 stars",headphone
"Don’t get me wrong, it’s an excellent headset...however it’s just uncomfortable. Maybe it’s just me but the actual headphone piece is just a little bit too small.",keyboard_speakers
Working good.  Made sturdyHappy with purchase,headphone
Perfect for game nights,headphone
Son loves the headset. Great price.,headphone
Awesome,headphone
I use this for work and it is great! Exactly as described with both USB and jack for my laptop. The wire is super long so I can get up from my desk when using. And the padding on the earpieces is super comfortble.,mouse
It works really well and I have no problem with it !,mouse
I like how it even though its not as flexible around the band that it doesn't feel like a giant hunk of weight on my head. The sound feels pretty good and it comes with multiple ports to use it.,keyboard_speakers
"My 11 yr. old loves this gaming headset! I purchased these after the wires in his last one tore up. I was over buying headsets until I came across these with the thick cable cord, instead of the thin plastic wire cord. I decided to give it a try after reading several reviews. I’m glad that I did. The mic is clear, the cord is thicker, and the headset lights up blue to match my son’s gaming keyboard and mouse. Great reviews from kids and adults, fast shipping, and at a very affordable price. Do not pass this up!",keyboard_speakers
This product is the best I’ve seen,keyboard_speakers
I love the colors for the headset. It works like a charm.,mouse
"This product works great, my husband loved it.",headphone
Great product!,headphone
"This gaming headset is really good for the price and it's super comfortable. The audio quality was better than expected. Overall if you're looking for a good priced headset, this is a good choice!",headphone
"The look is what sold me, the price was alright and they fit good.",headphone
"This was the perfect gift for my son, he loves it. The blue lights are a plus 😃",headphone
"Totally worth it. Very good product, It was a gift for my brother and he loved it.The sound quality is great.",headphone
It came in great shape and sound quality is better than my old set.,headphone
The headphones were nice I do appreciate the the fact it has a Mic attached and they are pretty comfy on my head and its fits tightly on my head so I don't have to worry about it falling off or anything so it's good for gaming when you need to focus. Its one of those headphones that has two cords for phone and pc plugins which is slightly annoying since I don't have a pc but since it does have one its good for those that have and play pc games,keyboard_speakers
the quality was really good,headphone
"We just purchased these headphones yesterday. Received prompt next day delivery. The packaging is nice, headphones look great. Easy use, sound is good has good base. Noise cancelling is also good. Will be using them for gaming today.",headphone
Got it for a great price. Has pretty good noise cancellation and is perfect for me. Looks better in person than in the pictures. I love it!,headphone
Love this headset! Bright color when glows up and sound quality is amazing. Would highly recommend,headphone
Works great!,headphone
Need to use it when my computer comes in for a valid review but looks good,mouse
I bought this headset multiple years ago and I have used it consistently for every device I own. Up to this day it still working at 100% and it was the best 30$ I had ever spent.,keyboard_speakers
"I have a small head! But that isn't anyone's fault... It just doesn't fit well, even on the smallest setting the ear pieces rest too low. Which probably wouldn't be a big issue, but I have glasses as well and it presses to hard on my glasses. I just think they could have designed it with more flex in the size expansion thingies is all. Otherwise its good.",keyboard_speakers
Bought it for my son he loves it great quality!! Works great for PlayStation 4,headphone
Nice Product!,headphone
"very cushioning and high qaulity,",headphone
First headset own and its just great thanks,headphone
Great,headphone
I like how it looks and you can hear well.,mouse
 i love the adaptability for inputs/outputs,headphone
"The audio is great, the mic works well. I will totally buy them again. This is my second pair, because my dog ate my first one, that's how good they were. 100 percent satisfied.",keyboard_speakers
Recommended to me by a friend. Great Colors and good sound!,headphone
Good headphones for the price,headphone
Very good quality!,headphone
Great quality and non-expensive.,headphone
Good,headphone
They are very comfortable to wear and cancels most of the noise around. Stylish and practical for gaming.,headphone
I like how I can hear everything and block out the outside nose on my Xbox,keyboard_speakers
The headphones work very well and are comfortable to wear.,headphone
Great purchase with a great price,headphone
Haven’t tried it yet but looks accurate,mouse
"Very poorly made, uncomfortable, even at highest sound setting it is annoyingly quiet, net even worth the 20 dollars it cost",keyboard_speakers
EXCELLENT HEADSET WONT BE DISAPPOINTED.. LOVE THEM!,headphone
I was surprised about the mic quality once i started playing with my friends.,keyboard_speakers
These work soo well they are noise canceling too,mouse
Very good fit and comfortable. The audio quality is fantastic and the microphone works great. Much higher quality than I would have expected at this price point. Really can’t go wrong with these headphones.,headphone
There amazing quality haedphones,headphone
Excellent and comfortable,headphone
Solid headset,headphone
The gaming headset is pretty good for such a low price.,headphone
I like the color and sound of the product but the material could be better looks like cheap plastic,mouse
This head set is very good it is very comfortable on my head and it’s good for gaming,headphone
"This headset is great for gaming, the sound quality Is amazing for a reasonably priced headset and it’s not bulky and fits on your head nicely",headphone
Great gaming headphones,headphone
"Had to go through a few important settings for it to work, didn't work off the bat. But its good once I figured all that out.",keyboard_speakers
great for the price. everything works well and as expected,headphone
I like it,mouse
"Worth every dollar! These earphones have great sound, feel comfortable, and are great as far as the price. Would definitely rerecommend them.😁👌",headphone
" Good Audio. Comes with excellent Cords. Perfect for Gaming: The noise cancellation works with everything but your voice, making it perfect for talking to yourself while enjoying the high quality Sound Quality. You aren't a real Gamer without these beauties.",headphone
I enjoyed the audio quality and durability of this headset. It is a good thing to get for your money.,keyboard_speakers
"When playing with friends they can barely hear me, even when I speak loudly. The mic itself is very short and only come halfway down my cheek with no way to extend it. Non functional for online play. The sound is fine, the quality of the mic as a whole isn't great, but for $25 not bad. DO NOT BUY FOR ONLINE PLAY.",keyboard_speakers
"What I really like is about these headsets is that it have metal plates on them which so they cannot break which is better than plastic, plus the bands are not tight so it also doesn't break easily. The LED is simple but unique in a way as you can play games and watch youtube at night since you can glow and look pretty cool. The sound quality is pretty good to me as I hear better than my old ps4 headset. The soft cushion fits on my head so that's a plus. The wires are long which is really helpful when I move away.",keyboard_speakers
"Good for gaming, as advertised",headphone
Great packaging! Quick and efficient shipping and came in great condition. Good bang for your buck highly recommend.,headphone
Great head phones,headphone
I bought this for my 16 year old. He goes through headsets like crazy. This one was incredibly affordable; hopefully it will last. Great customer support from the company so far.,headphone
"Great. Bought for a child and he loves it. Works exactly as advertised. He says their comfortable and he can hear everything. I like how it has the audio jack and a USB., (Usb is just for the power to the lights), so he can use them on his tablet or the computer.",mouse
Good sound quality. Blocks out all background noise in apartment life. very comfortable,headphone
Great head set for gaming without spending tons of money. Extremely comfy for long periods. Good noise cancellation and sound quality.,keyboard_speakers
It's a great headset overall it's got great noise cancellation and good sound quality,headphone
Very comfortable to wear and it was a great deal for a starter headset it had everything I needed and wanted,headphone
We received the headset today. My 11 year old son put them on to play but the ear muffs are way to small. They hurt his ears. My husband and I also tried them on to see what he was talking about when he said they hurt and they actually do hurt your ears.,keyboard_speakers
This headset was amazing to use. The sound quality is excellent and all of my friends use it and love it. I would definitely get this again if needed.,headphone
Amazing sound,headphone
Great for my 5yr old,headphone
Son loved it,headphone
good for the price,headphone
"I do like how they light up, but they add nothing to sound quality.the sound quality seems good, I will update in a few months on how they are holding up.",mouse
Nice simple headset for gaming. Inexpensive with a 1 year warranty.,headphone
it was awesome! definitely buying in the future again! i loved the noise cancellation.,headphone
Great sound quality,headphone
I like how it has LED lights on it and how it has volume control.,mouse
"FOR SCHOOL , GAME",keyboard_speakers
I love them they are the best product I have found so far,headphone
Excellent product. Great for gaming and Zoom calls,headphone
It’s amazing,headphone
The headphones have a nice design. They the best headphones I have own so far. The sound quality is amazing as well.,headphone
Got here just in time . I love the headphones how they fit real good . Perfect for gaming anytime of day .,headphone
"My son got these for ""gaming"" and said that his friends have told him that they have never heard him more clearly and my son says the same about them. Great pair of Headphones and shipping was FAST!",headphone
This gaming headset is the perfect amount of quality for the price you get. The noise cancellation is great and the sound quality is not bad at all. I bought them as a gift and the reciever was incredibly happy to be on the other end using these. I'm extremely happy with the product. Will recommend.,headphone
Great sound quality headphones for gaming. Can hear everything in the game super clear. Noise cancelation from outside noised. Would definitely recommend these headphones.,headphone
"I found the headset to be stylish, comfortable and affordable.  The soft padding for our ear and the top of the head provide long term comfort while gaming.  The design puts me in hard core game mode while the lights further  submerge me in game mode.",keyboard_speakers
"He is so happy with his headphones, he is a gamer and definetely never hears me come in the room lol",keyboard_speakers
The only thing I didn't like about this headset is I'm using it on the PS4 and there's no way to plug in the headset to the controller and plug the USB the the system for the lights.,keyboard_speakers
A pretty nice Headset for anyone trying to go for one cheap.,mouse
Great product I will be purchasing this again,headphone
Works beautifully!! I've got a house of gamers and these are perfect for me!,keyboard_speakers
Been wearing these for multiple hours a day and they are comfortable. The sound is good too. Minus is there is no pause/play button on the cord. But it has a mic on and off switch which is nice.,keyboard_speakers
The headset is comfortable.  The sound is great quality.,headphone
Feels like you’re actually there! Amazing sound quality!,mouse
Good audio,keyboard_speakers
"The bass is really good when listening to music, great for gaming it’s a 10/10 for me!",headphone
I use this product for gaming and online school. The mic is awesome and sounds are very clear. The blue lights are a nice touch to the headphones. It is well made and I am very happy with my purchase. Would recommend! :),headphone
Honestly extremely better than I could have hoped!,keyboard_speakers
Great noise canceling,headphone
"I've only had the, for a day but my kids love that they can play in the same room and talk with their friends online in games.",keyboard_speakers
It’s comfortable and noise cancelling. The sound quality is pretty good.,headphone
Seem like a really good bang for the buck.,headphone
Very well made headset and crisp game volume.,keyboard_speakers
nice,headphone
Really nice,headphone
"I received the headset and the first time I pluged it in the left side of the headset didn't work, no sound at all coming from that side",keyboard_speakers
"Bought this headset for gaming! It's comfortable on the ears (good because when I play, I tend to play for a looong time!) and has high quality sound and microphone.  The only con is that it is mostly plastic.",keyboard_speakers
Great headphones for a good price!!!,headphone
It sounds amazing at a low price,keyboard_speakers
I'm disappointed about this product is not loud enough for me especially I'm deaf.....,keyboard_speakers
"Feels like a surround-sound theater. Granted I've never used an expensive set and have only known the sound quality from free earbuds that came with my phones. But for the price, this is great. Foam paddings are also really soft.",keyboard_speakers
"I was looking for another headset because the one I was using wasn’t working how it should and when I saw this one with all the good reviews I decided to try it and this headset rocks for the price, I love the sound dial and the mute switch, I use it for PS4 but the lights would be cool if I were on PC. Pretty light weight and it overall seems like it’s a decent quality headset! Would definitely buy again if something happens to this one.",keyboard_speakers
It’s cool.,mouse
My son likes the headphones. He said they are really comfortable and works with his laptop and game.,headphone
Awsome headset,headphone
I use this with my Nintendo DS and it works very well,headphone
The headset feels nice and sounds pretty good for the price. My one complaint is the mic is not flexible at all and comes off as pretty quiet.,mouse
I loved the sound quality!,headphone
Has good sound and my team can hear me well,keyboard_speakers
"I used this in my first gaming PC setup, and for the price it is very high quality. It is comfortable to wear and the sound quality is pretty good. The microphone quality is also pretty good. For a cheap gaming headset, would recommend.",headphone
We bought this headset for our teenage boy. He's had no complaints and it continues to work well (unlike much more expensive headsets we've had in the past.,keyboard_speakers
Great noise canceling headphones 🎧,headphone
"Very nice headset, very comfortable and great for gaming!",headphone
Love the color.,headphone
Design,mouse
Great product,headphone
Very comfortable and good audio quality and my friends don't complain about how I sound anymore.,headphone
Very comfy and nice looking headset,headphone
Great sound,headphone
"I got this for my son so he could attend his school virtually and then he also uses it for playing computer games. He ha not complained a thing about it since we got it. So, I would say I am happy with the purchase, no problem! Cheers!",headphone
I bought for my daughter and she loves it!,headphone
Work well. Great value so far,headphone
My son used this daily for 3 years before it broke.  (Age 14 - 17)  He immediately bought another.  Great quality for the price!,headphone
Looks like a great quality gaming headphones and will be an awesome addition to my pc set up.,headphone
This headset is very light weight and quality is very good. Lights on side looks the headset very nice. Good product for your money.,headphone
I enjoy the BENGOO G9000 Stereo Gaming Headset mostly for the noise cancellation and the Comfy Ear Cushion makes hearing the game much better as my were ears are less tired after a long gaming session.,keyboard_speakers
Gff,mouse
"This headset is possibly one of the best headsets I've ever gotten, i would recommend them to anyone looking for a headset for noise cancellation and gaming.",headphone
Works great so far,headphone
Perfect for your everyday gamer. Comfortable to wear and clear sound.,headphone
This headset is very nice and comfortable,headphone
My son received these for Christmas.  He loves them.  I'm going to get myself a pair.,keyboard_speakers
Good sound quality .. my son can now whisper cuss words instead of scream them and his teammates still get the point!!!,keyboard_speakers
I bought this for gaming and so far it's working exactly as intended.  No problems as of yet.,headphone
It's easy to use,headphone
The sound quality is really good but the ear piece is a little small over all I got this for gaming and I recommend you should get it,keyboard_speakers
Great sound and design of mic.,headphone
Amazing noise canceling ability and one of the best gaming headset I have ever used.super comfortable and top quality sound.,headphone
Great products and the prize is amazing,headphone
For my son and he loves it,headphone
It's my first gaming headset and it's pretty good tbh,headphone
"I am a 39 year old woman with a small head. I have a hard time even finding retail hats that fit me. So I have a horrible time finding any kind of headphones that fit and/or are not painful. I only just got these, and on the smallest setting they mostly fit. I could honestly have them just a little smaller and be perfect but at least these are not squeezing my head like a vice as so many do. The ear pieces go all the way around my ears so they are also not squeezing my ears which is painful. I think they will be ok for long periods of use because they do not hurt. The sound quality seems fine, I'm hearing surround sound in my game as I type this. My voice comes out clear as does those I am chatting with. It's easy to mute myself as well and change the volume right from the headset. Over all I think these are really good quality! And a great price!The lights are pretty, although I doubt I will bother using them since I do not stream, and I only have two usb ports on my laptop anyway.",keyboard_speakers
head set came quickly and was great for compatibility. great value for money,headphone
The sound quality is perfect. Definitely the defining feature. I was playing a FPS where it was raining in game and I had to stop to check if it was coming from outside. The rest of the headset is easy to use for PC and console gaming. Would definitely recommend for any gamer,keyboard_speakers
My 8 year old son loves this headset. He just received it for his birthday. We haven't texted all of the features and aren't sure if the mic works yet but he's still enjoying it.Update: mic works and he's very happy with the gift.,headphone
Really great headphones! I use them to play on nintendo and they work just perfect ! would definitely recommend,headphone
This headset is very good for how much it costs. It is very good for children that sit down and play video games for a while.,headphone
Got this as a surprise gift. Really Really good headphones for gaming. Works all systems. I have a PS4 and have not been dissatisfied since day one using them,headphone
Arrived quickly and I damaged. My kid loves them so far,headphone
Bought these for my son for Christmas and he loves them.  These are the only headphones he uses. Highly recommend!,headphone
Sounds good :),keyboard_speakers
Really brings the sound to life. The sound quality is by far the best compared to other headsets.,headphone
"Overall my son is very satisfied with his headphones.  He uses the with his Nintendo Switch, and the sound quality is very good for the budget price these headphones go for. The microphone is average, so nothing special. The lights look neat, and they are very comfortable. If you're looking for a budget pair of Gaming headphones, I would recommend.",headphone
Such a great headsets my boyfriend loved them!!,headphone
The headset is extremely comfortable and works great. It also looks amazing so I strongly recommend.,headphone
I works great! It fits really good on my head. The sound is really good too.,headphone
These are so amazing gaming headphones i love them i cant hear any noise this product is great,headphone
These headphones are comfortable and affordable. The quality is average but it is good enough for the price.,headphone
The sound for the headset it loud and there is no bass.,keyboard_speakers
Got mine for Ps4. Everything works really well. Sound quality and noise-canceling are both really good for the price.,headphone
"Great headphones at a great price. Sounds good, the noise cancelation is okay and plugs right in to my PS4.",headphone
I liked the color,mouse
I can hear everything in my games now and also can’t hear my gf yelling at me to get off the game while I have them on,keyboard_speakers
I bought these headphones for my nephew. He says that he likes the sound. The material seems sturdy enough. They are confortable and can be use with any device.,headphone
It’s comfortable it has mute and for you to control the volume,keyboard_speakers
"Quality was great, haven’t had any issues and it’s durable",headphone
"My son loves his headset, I would definitely order again. He can hear clearly and is heard clearly.",keyboard_speakers
it's very small.I really enjoyed the sleek design of it.But I think I'll have to give this to my kid.Yeah the padding is soft but very firm. Maybe my ears are too big? Cause it hurts to wear after a long period of time (max 3 hours)The microphone isn't great for what I wanted. I'm just too soft spoken of a person for this to work for me. Probably cause the mic is stiff and I can't get it any closer to my face. This purchase was a learning experience for me.,keyboard_speakers
My son loves these!,headphone
"I am using mine with my gaming computer, and to watch movies. The noise cancelling feature is superior to my last couple of sets. Very satisfied!",headphone
There great loved them,headphone
"I love it!!!, the headset is pretty cool and it sounds nice",headphone
Great headphones excellent sound quality,headphone
"Yeah, I know it's relatively cheap, but I didn't expect it to be that feeble.  The sound and recording quality is pretty bad.  I might as well just talk through a laptop's open mic.  Even with software noise suppression, the listening quality is pretty awful - worthless for music listening.  The mic itself is has poor response and acquisition.Then there's the USB which is only used to light the headset's LEDs up....really?Just shabby.",keyboard_speakers
Excellent detailed sound for video games. I’d say if you have an average vizio tv like me these headphones are a better quality experience. Very comfy. They really surround my ears completely. The mic arm is very tight & stable.  The tangle free chord feels like cloth.,keyboard_speakers
So far they work great! Great price!,headphone
The best headset it is really good!,headphone
"I got these for my husband to use on Zoom while he works from home. He loves that he can’t hear our kids in the background and that he hears the people he’s talking with very clearly. He says he is made fun of daily, though, for the size of these headphones. His clients and colleagues constantly ask him if he’s become a gamer. They also crack jokes about him being an air traffic controller. I’ve offered to find him new headphones but he has declined. He takes the poking fun in stride and sees it as an icebreaker for his work sessions with his clients and colleagues. Overall, a great purchase. Wish I had gotten them for him a year ago when he first started working from home.",headphone
"Great product, shipped fast and was ready right out the box. Also comes with the adapter which is nice since I didn't have to buy it!",mouse
"It's a great head set. Good sound. Easy to use. I did receive a funny , but weird bonus, a used acrylic nail tip. So, some one out there is missing a piece of their manicure. Picture included.",headphone
My son really likes Tham good sound and microphone works well.,headphone
"Great headset, especially for the money. Very satisfied.",headphone
"I picked this up so I could play the Xbox games via the mobile cloud app they provide. I Use this headset with my One S controller (via the 3.5 plug) to play the games I enjoy and talk on chat playing my online games.The headset fits wonderfully on my ears, not too tight, not loose. however, the ear coverings do not cancel out the noise as my other set does at home. Since this is an on-the-go-out in the public headset, I consider this a good thing as it lets me hear the close things happening around me and such.The headset is light enough to not feel like a giant weight on my head and feels sturdy enough to be durable for packing around in a messenger bag with my phone and controller. I have a thick vinal bag when traveling I keep these in to keep them from getting damaged or dirty.The sound is adequate on these (don't expect phenomenal quality sound like a high-priced headset.) The audio is clear and directional based on input from the games and such so I can know what direction my team and enemies are in.With that being said, the glow feature really isn't necessary but is very bright and attention-getting when plugged into a USB port (which just runs the LED lights in the earphones.) The bright blue would look really good on a live stream or lets play if you do that sort of thing.For the price I paid, I hope these hold up with the constant going and moving around that I do through the week.I'll come back when/if they finally break/fail to finish this review up and give input into the durability.",keyboard_speakers
This is a great product for the price.  Am not disappointed.,headphone
I love these headphones! Noise cancelling is amazing especially for when your gaming. No glitches so far with the sound quality. Would totally recommend these!,headphone
I like this headset a lot because it helps me out a lot with gaming and just using it for work. It is really comfy. And when it comes to gaming it is a nice headset to use. I give this a 5/5. Ive had this over 4 months now and it is a really great product. Nothing bad happened.,keyboard_speakers
"its very good, comes with lights to spice up your gaming setup and works with any console,PC,laptop. Higly recommend 100%.",headphone
I was impressed.  They sound really good.  I wish it didn’t have the usb plug for the lights but not a big deal.,mouse
They are good excellent product. Highly recommend. Good sound. My kids use them all the time.,headphone
Works well does what it supposed to do,mouse
it is a good headset and is good sound quality. Great for all types of games. Especially Minecraft.,headphone
Really not the best,headphone
Headphones were excellent for my gaming needs. Sound and mic quality were very impressive.,headphone
"It works very well, the only thing is I cannot get the led lights to light up.",mouse
Would’ve been really dope if the lights would have worked when I plugged it up instead of needing another power source but overall they’re decent,mouse
This Headset was great for gaming and gave lots of comfort. The noise cancelation was pretty good and the sound quality and also nice. Overall good headset.,headphone
Great product,headphone
"The sound quality is excellent, it cancelled all sounds",headphone
Bought this one for my daughter because I am so happy with mine. We use it for gaming together from different rooms and have no problems at all. Noise cancellation is okay but not 100%. Considering getting another one for my wife.,headphone
i bought it for my son. awesome so far!,headphone
"It is easy to setup, just plug in the two adapters that it comes with to the PC and the PC  recognizes the mike and headset. I am happy with what I got, so far I dont have any problems with it at the moment.",keyboard_speakers
Great set of headphones for the gamers I’m our house! Fit and sound are great my grandkids love the comfort. I feel the sound and mic are good.,headphone
Got these for my husband for gaming and he loves them! I tried them on and the sound quality is a lot better than I had expected for the price! Great quality for a great price!,headphone
This product doesn’t hurt my ears like most headphones!,keyboard_speakers
I use this set for my work office.  I work remotely and am in meetings all the time and this headset is very comfortable and works great.  My wife and dogs are in the house and the noise cancellation works great (obviously not for the microphone when you aren't on mute!).Great buy.  Recommended to co-worker and you as well.,headphone
Awesome gear!,headphone
Bought this for gaming and I love them,headphone
"The headset goes hard, it was on the more budget end but feels sturdy and came with an excellent chord/adapters. The sound quality is good and the mic pickup fairs well. This product is an excellent choice.",keyboard_speakers
Great headset and I like using it! Fits comfortably and has good sound quality!,headphone
"Bought for my 8 yr old grandson. He loves the color combo. Told me they fit perfectly and the sound was ""awesome"". Highly recommend.",headphone
It's a very comfortable headset that I can play with for hours without feeling uncomfortable. It's very light and the cable is long which I really value a lot. The LED lights are a nice touch when playing at nighttime or just wanna show off.  I really enjoy the solid quality.,mouse
There is nothing wrong it’s amazing,keyboard_speakers
My kids use for Xbox and talk to their friends.  Noise canceling for sure as they can’t hear me when I call them up for dinner or tell them to turn off the game and go to bed. Great value.,keyboard_speakers
"Got this for my son for Christmas, he loves it for his Xbox.",headphone
Everything,mouse
"Lights only work if USB cord is connected. Therefore, it can be used with the computer but lights won't work with XBOX.  Noice cancellation doesn't work well at all but my son is happy with them overall.",mouse
My son loves these headphones,headphone
"Once you configure this as your default it is simply fantastic. Sound is crisp and clear and the microphone is equally as good. I use it for gaming and online studying. The noise deadening eliminates distractions, which is very helpful.",keyboard_speakers
"Nice headset, loud quality sound and great for noise cancelling.",headphone
Boyfriend LOVED them. And couldn’t come close to hearing me with the noise cancellation!! LOL,keyboard_speakers
The only time u cant hear anything is when u have it on full volume,keyboard_speakers
Very nice color and it’s shiny too!!,mouse
Honestly I feel really scammed. I plugged in these headphones into my PS4 and the sound quality WAS AWFUL. I could only hear out of one side of the headphone and that was the microphone side. Honestly should not have been cheap on gaming headphones and paid for more expensive and high quality gaming accessories,keyboard_speakers
"The sound quality is great.  Mic tested fine.The quality of the materials seems a bit cheap though.  The cushion for the top of the head, was a bit minimal.  The ear muffs, were a bit small, and did not really provide sufficient room for your ears to be comfortably inside them.  My ears were aching/hurting within 2 hours of wearing the headphones.If you're a kid, these will probably work out great for you.  An adult?  pass 'em up.",keyboard_speakers
I love how this particular headset is designed because it is designed for everyone and fits everyone. It is super comforatable and easy to transport. It was a really nice durable cord as well. I highly recommend this to anyone that would like to have a nice comforatable headset!,headphone
"My daughter seems to be happy with it. It must cancel noise because she can’t hear me when I’m talking to her, now I just need some noise canceling headphones while she’s gaming. Lol",headphone
"Great product, purchased for my child to use for gaming",headphone
All around the product is bad. I bought it as a Christmas gift and the user can not speak to other people. He can hear them fine. The mic is turned on the settings on the console allow for chatting and he even reset the console to factory default. Beware of the cheap price tag as this is a cheap product.,keyboard_speakers
Headphones are fantastic.  Still working on getting the microphone configured on my son's computer.,keyboard_speakers
There was very good audio quality.,headphone
"These made my grandson so happy....RIGHT OUT OF THE BOX!!! He loves the feel, color and thinks they are the coolest ever!! I love when I can make my grand babies happy",headphone
My son recently was gifted this headset for birthday he loves it. An it fits his head perfectly. He says he can hear is friends good an they can also hear him well. I highly recommend this headset.,headphone
Wired good sound,headphone
"I really liked this headset, the mic is working really great and it feels really comfortable.",headphone
This is just what my son wanted! The ears phones light up but I can’t get over how much noise is canceled! This is a great value. My son isn’t a gamer but uses this for e-learning in school! Great find!,headphone
Liked the light up. The noise cancelling could've been better.,keyboard_speakers
This headset truly surprised me! It is awesome for warzone and other battle royal games!,keyboard_speakers
"My son needed decent headphones with a microphone for virtual distance learning for school, he enjoys these, they work, they are comfortable for his hours of meetings.  He likes the fact that they light up; overall I'd buy again.",keyboard_speakers
It's extremely comfortable and you can hear everything..,keyboard_speakers
I got a pair for my sons birthday and he really loves them.,headphone
Update: I received my free headset for leaving a comment and review and Its awesome would definitely recommend doing so if you want a free headset. It looks good and easy to use no complications and comes with adapter for PC. I really like them so far. Only down fall is when using for PlayStation or any aux plug the headset does not light up. Only lights when using usb.,mouse
Great head set,headphone
Great sound quality for the price and the mic works well too! definitely an improvement from normal earbuds.,headphone
I liked the she sound quality and how comfortable the headset overall feels.,headphone
These are very good for the low price tag. My son loves them!,headphone
Just received it. Works great. Good sound. Blocks a lot of background noise making gaming a lot easier.,keyboard_speakers
Works perfectly for what I needed.,mouse
The headphones were a great purchase overall. Good price for great quality. The design and comfort of them are excellent. Would recommend them to other gamers looking for a headsets.,headphone
My son loves these headphones!!,headphone
It's very comfortable to wear and is has great audio output,headphone
"good quality, helps cancel noise. I love the volume control on the side of it.",headphone
Great for gaming.,headphone
"I use it to join conferance calls at home. Decided to buy it after borrowing my sons headset, which he uses for gaming.",headphone
It’s okay for a first headset!,keyboard_speakers
Great product.,headphone
I love the noise cancellation and quality of the head phones. 10/10,headphone
This is not compatible with the first generation Xbox one,mouse
It’s very good,headphone
Son loves it. He's very happy,headphone
Amazing sound quality,headphone
"I love how noise cancelling they are, it came with a free audio jack which was a delighful surprise, my friends say they can hear me a lot clearer now, overall very pleased",keyboard_speakers
"Excellent quality, great sound and lightweight",headphone
Nice headset blue lights are a cool addition. The headset is comfortable and works great. Well worth the price.,headphone
"I expected the earmuffs to actually fit over my ears but these are too small and just sit on top of my ear pressing then down which with long gaming sessions causes a fair amount of pain an discomfort.Edit: Today, May 22, the seller BENGOO contacted me directly and offered me $30 as an incentive to remove my negative review, which is a violation of amazons sellers policies.",keyboard_speakers
These headphones work fantastically. My son uses them for online school and the teacher was having a hard time hearing him with all the noise in the background. Now with these headphones they bother can hear each other no problem.,keyboard_speakers
Been through a few inexpensive headsets for son's gaming.  These performed better than the others.,headphone
I really liked them they have very good sound quality,headphone
"Great for gaming. Awesome sound. Lights only work when plugged into a USB, so don't buy these if you're excited about the lights.",mouse
Good sound,headphone
Product came In as promised and it worked perfect! Can't wait for my pc to come in and try these bad boys out!,keyboard_speakers
Bought this for my teenage son to use for his PS4 gaming. He has used Sony Gold headsets and Turtle Beach higher end sets and says these are an very good.  For the price they seem to be an excellent value.  This is being rated 5 stars not that they are as good or better than the others mentioned but for the value vs. quality of sound.  Hopefully they will last a decent while to truly earn the 5 star rating.  Gave it 5 stars but if they don’t last for at least 6 months that will be revised.,keyboard_speakers
Very clean look. Would recommend again!,headphone
"My son love it, good quality",headphone
"Use it everyday. Has been a life saver, It's honestly the best headset from the price. Especially if you're a gamer.10/10 Quality, Sound, Price, Durability100% Recommend",headphone
"Comfortable, sound clear and looks nice",headphone
My daughter uses these for ps4 gaming! Loves loves& sour GREAT 👍,headphone
Works well and really pretty,headphone
"This is our second purchase, my son likes it alot, the first one the mic went out due to he kept putting it in his mouth.  Great headset for the money!",keyboard_speakers
Decent material for cushioning. Not too heavy even for younger users. All in all a good headset for the price.,keyboard_speakers
Good quality,headphone
Received the headphones and they were very comfortable and the sound quality was top notch.,headphone
"Good value for what you pay. They're comfortable, the lights aren't too bright, and the sound is decent.",headphone
This is a really well made pair of headphones. The cord is very long which is the best part and it makes it even better because I need a long cord because my desktop is real far under my desk.,keyboard_speakers
It's solid and well built and functions well. The only issue is the short cord for the lights.,mouse
"Super comfortable on ears, great for long time use.",headphone
It ear muff are soft the sound it really good,headphone
I brought his product for my son he enjoys  It does provide a lot of isolation hearing when  He's very engaged..,keyboard_speakers
"QUALITY IS GREAT nothing bad, It fits perfect, sounds perfect.",headphone
