review_title,review_title_length,the_review,the_review_length,review_score,year,month,month_name,day
Clear and comfortable,3,Great product for the price and for a 7 year old. Very durable.,13,5.0,2021,07,July,07
Poor quality,2,My grand son love the head phoneAnd love the color,10,1.0,2021,07,July,07
For gaming,2,"Headset worked fine for one month, and I’ve had it for 6+ months and it’s cutting in and out consistently. Not only the mic in parties but the speakers as well. I bought a hyperX 3+ years ago and it still works with little to no issues still. I DO NOT understand why the reviews for this product are so good, you tend to trust so many 5 star reviews but, I’m very upset with it. the worst part is I can’t get a refund at this point so it was a BIG WASTE OF MONEY.UPDATE: it broke 3 weeks after this review was posted",105,5.0,2021,07,July,07
Recomendado!,1,Found out that this product does not work with computers. I can hear everything just fine but people can't hear me which defeats the purpose of having a headset,29,5.0,2021,07,July,07
Kid loves them,3,"Best headset we have had so far. Durable, microphone works well. They are comfortable.",14,5.0,2021,07,July,07
"BENGOO G9000 Stereo Gaming Headset for PS4 PC Xbox One PS5 Controller,",12,This was a gift.... he likes them.... I wasn’t sure it would work with a Nintendo Switch.... but it does,20,5.0,2021,07,July,07
Game Nights,2,"USB doesn’t go all the way into the port, it doesn’t work at all. The headphone jack works for controllers but the microphone sounds like garbage. It sounds staticky and muffled.",31,5.0,2021,07,July,07
Awesome,1,"Cheap Plastic breaks!  Very poor design Penny wise hundred stupid. Return games with UPS. Gas burned life wasted heartbroken birthday gift paper wasted, stress! The arm holing microphone moveable to adjust. Snapped off was taped on better and stronger then the whole thing combined. looks great blue lights!  NOT!",49,5.0,2021,07,July,06
Graet product,2,The sound is great we were very happy until the microphone stopped working . Now useless for gaming not happy !!,21,5.0,2021,07,July,06
The microphone is terrible,4,"There's really no downside to this headset. It's comfortable, fits snug around my ears instead of squishing them. The sound is amazing. The microphone moves smoothly and sends clear audio. It also just looks nice.",35,2.0,2021,07,July,06
Great!,1,Great,1,5.0,2021,07,July,05
Dead head set,3,Paid $84.99 for the Razer BlackShark V2 Gaming Headset 6 months ago and the mic doesn't work most of the time (specifically while playing Fortnite on PS4). Paid $19.99 for this BENGOO G9000 Stereo Gaming Headset and the speakers and mic sound and work fantastic. Don't pay more!,48,1.0,2021,07,July,05
Great product for the price.,5,Sound quality is good mic doesn’t work. Decent pair of headphones.,11,5.0,2021,07,July,05
Gaming head set,3,My son saved up bought them on prime day could not be happier,13,3.0,2021,07,July,05
No,1,boys love for gaming and say it works well.,9,1.0,2021,07,July,04
Stopped working after 2 months,5,"I bought these for me and my boyfriend since we video call a lot. They are really good quality sound, distance background noise but doesn't silence it (which I like). Looks pretty cool. However I am returning them bc my boyfriend doesn't like the extra usb cord for the light and it's too bulky for his liking after seeing them in person. I saw complaints about the mic, it works pretty well, you just have to turn the volume up sometimesThe reason I deducted 2 stars was because I got those for my phone and you can't use them unless you take off the case, the metal is not long enough otherwise",112,1.0,2021,07,July,04
Great customer service,3,These headphones worked for about a week and then quit. I checked all the settings on my Xbox 1 and still could not get them to work. Not happy.,29,5.0,2021,07,July,04
Bad mic,2,Works really well.  I highly recommend this product to anyone who has a love of gaming or likes to listen to music.,22,3.0,2021,07,July,04
Not for PS4 controller,4,"There's almost no noise cancellation you're friends are going to hear your games over your mic. The headset is also super uncomfortable and awkward, sound quality is of course really mediocre",31,1.0,2021,07,July,03
Nice,1,For 20$ it's pretty good,5,5.0,2021,07,July,03
Good Headset.  I like the volume control on the cable.,10,Order my fourth pair all three pair of blue ones head phone jack has a shortage in them once u take them out the box and cause sound to go in and out. The last pair I order I returned for another pair and just got them yesterday and they are doing the same thing. So I’m going to return them for my money back. I think it is bad business.,71,5.0,2021,07,July,03
Awesome,1,"I am writing the review on behalf of the comments made by my grandson. He stated they are stellar, feel so comfortable on, the microphone works excellent. He said he could hear things perfectly and keep the outside noise out. The look is awesome! He is happy to have upgraded to this headset. I was very happy with the price and quality. Would I buy them again? Most definitely, and I highly recommend for their performance, price, and look of this headset.",82,5.0,2021,07,July,03
Great price & works well,5,I bought these head phones for my 12 year old Grandson and he loves them!  He loves the noise canceling feature and the lighting up in blue is an extra bonus!,31,4.0,2021,07,July,03
Does its job for a young gamer,7,Works great. Son loves it,5,5.0,2021,06,June,25
Not for call center work,5,The microphones too quiet,4,3.0,2021,06,June,25
Great until the mic stopped working,6,"A pretty decent headset. I bought this headset having very very high hopes for the mic specifically, since my audio hadn't been the best just through my laptop microphone. But after using this headset for a month or two, I have realized that the mic isnt actually that great. It is mediocre at best, and it commonly cuts out in voice calls. The headset audio quality itself is honestly pretty good. The mute and volume wheel were very convenient, and you could really make your audio very loud with the volume wheel, which was a plus. I will say though that the led lights on the headset wont light up unless you plus the usb jack in, which was a big inconvenience for me when I was still using a wired mouse, and after reading the reviews they rarely add that note but maybe I just forgot to check the slides when buying. This headset is also very VERY bulky which is a personal ick for me when buying headsets, its definitely not for a minimalistic look, but I will say this is just a personal preference. Overall, its a mediocre headset. Since its only 20$ you get what you pay for but theres definitely better headsets out there for the same price. Or save up just a bit more money for a highquality medium-priced headset like the razer kraken x, steelseries arctics 1, or hyperx cloud alpha headset.",239,2.0,2021,07,July,03
The best headset 😍,4,good headset works as expected confortable support…wish the usb part was longer so it could go into my ps4 other then that works great,24,5.0,2021,07,July,03
awesome mic,2,Worst sounding headphones I have ever used,7,5.0,2021,07,July,03
It's ok,2,Money well spent. I love that the cable is thick and less likely to break and the sounds quality is top notch. Definitely recommend for gamers or even if you wanna listen to music and tune the world out.,39,3.0,2021,07,July,02
super,1,"It barely works when you just plug the aux in, but when you plug the usb or the mic in it's low volume... if it works... It won't output to the right audio setting or something... idk. I've troubleshooted it for too long, I'm giving up.",46,5.0,2021,07,July,01
Nope,1,"I bought it for my grandson, he was so excited and loves it. He says that the sound is clear.",20,1.0,2021,07,July,01
Poor quality headset.,3,Super comfortable except does not work for call center agents on computers,12,2.0,2021,07,July,01
The headset isnt good at all.,6,Great quality headset and sound! Lights are bright my boys age 6 and 9 years old likes it,18,1.0,2021,07,July,01
Tried the headset for one day and the mic stopped working so sending back very unhappy with purchase,18,My son uses it for his Nintendo Switch I loves it!,11,1.0,2021,07,July,01
This is not a good headset but its only 20 bucks so you get what you pay for.,18,Its nice,2,2.0,2021,07,July,01
The mic doesn't  work,4,"Perfect for gaming,  My grandson loved this gift!",8,2.0,2021,07,July,01
Great for gaming..,3,Good sound quality and durable,5,5.0,2021,07,July,01
The head phones are great so far.,7,"No sound canceling, these are just regular headphones. The audio jack is weirdly thicker than it should be so hard to plug into things and very snug when you do. They’re very light and cheap but you get what you pay for. If you want gaming headphones look elsewhere, if you just need headphones with a mic these are technically fine.",61,5.0,2021,06,June,30
Great product for the price.,5,Gift my son is a gamer,6,4.0,2021,06,June,30
Awesome 👍,2,Felt awful on my head and just cheap plastic,9,5.0,2021,06,June,30
"Bad mic, mediocre sound.",4,Sound isn't that great. Rather unimpressed.  Should have spent more money and bought better.,14,1.0,2021,06,June,30
Good for the price!,4,Daughter loves this for playing online.,6,4.0,2021,06,June,30
No led lights in ears like picture advertisers,8,It doesn’t work,3,3.0,2021,06,June,30
Headset,1,The headphones were not clear enough for me to hear words.,11,5.0,2021,06,June,30
"Good, but only lasted 6 months.",6,Sounds quality is trash. You can barely hear the game. The mic is also terrible. Everyone is saying I sound muffled. Will never buy from this company again.,28,4.0,2021,06,June,30
These work fine,3,It just dosen't work,4,5.0,2021,06,June,30
Fue muy rapido e eficiente!!!,5,Great for watching Movies. :-),5,5.0,2021,06,June,30
Mic works not the light or right headphone,8,Was a gift and he likes it very much.,9,5.0,2021,06,June,29
Impressive,1,"Only the mic worked.  It did not pay any audio or music.  And the mic sounded extremely staticky.  I would not recommend.They finally got back to me and are sending me a new one so I will increase the stars because of their customer service, if the next one doesn’t work then I’ll go back down to a lower store",60,5.0,2021,06,June,29
AMAZING PRODUCT!!!! :D,3,Very good quality,3,5.0,2021,06,June,28
Short cord,2,Thanks,1,2.0,2021,06,June,28
NOISE LEAK MAKE THESE UNUSABLE,5,LOVE THESE!!!! HIGH QUALIT FOR A AFFORDABLE PRICE!!!,8,1.0,2021,06,June,28
Awesomeville,1,Not good at all,4,5.0,2021,06,June,27
Nice sound and mic quality,5,Really good sound quality! Comfortable for hours because the ear pieces fit over the entire ear instead of squishing it down.,21,5.0,2021,06,June,27
Recommended.,1,Stopped working after 2 days.,5,5.0,2021,06,June,27
Amazing quality!,2,Idk about sound cancelling but my son hasn’t complained about it. He’s into gaming and animations. KingFuture001 is his name.,20,5.0,2021,06,June,27
Broken,1,Excelente!,1,1.0,2021,06,June,27
Get something better,3,Kid loves them,3,1.0,2021,06,June,26
Great for gaming,3,"Bought for my great grandson, he loves them",8,5.0,2021,06,June,26
They work Good,3,"Quality, sound, lighting and comfy to use",7,4.0,2021,06,June,26
And he really loves it  and the delivery was on time,11,Awesome,1,4.0,2021,06,June,26
For PC games not consoles,5,The headset works great and looks awesome.,7,2.0,2021,06,June,25
Good Value but no ideal for gaming,7,great,1,3.0,2021,06,June,24
Good for 2 weeks and then is garbage,8,They’re great!,2,1.0,2021,06,June,09
works on one out of three,6,"I got this as a gift and the mic is super sensitive I love it, great quality. I kinda wish I could turn off the lights sometimes, they're super bright",30,2.0,2021,06,June,24
Wasn’t Compatible W/ My PS4,5,It's a good headset.  Comfortable.  Nice volume control on the cable.  Cable is a nice long length.,17,1.0,2021,06,June,24
Poor Product,2,They are exactly what we were looking for. They are heavy duty which is exactly what my teenage boys need!,20,1.0,2021,06,June,24
This product doesn't work for the ps4 as described in description,11,At full volume the in game sound is still not the loudest. for the price it’s a good headset that will last a while.,24,1.0,2021,06,June,23
Broke,1,They worked great - for two months - then the mic went out . Boo!,15,2.0,2021,06,June,23
My boyfriend loves them,4,I didn’t buy it for gaming but I love it.,10,5.0,2021,06,June,23
Arrived on time and in excellent condition.,7,i love this mic the noise cancellation is awesome the sound is awesome and it’s really cheap i really recommend it,21,5.0,2021,06,June,22
Works well,2,"Good headphones for the price but really crappy switch. The volume will cut out on one side when you roll up or down, you have to fiddle with it a lot. The mute button is iffy at best.",38,4.0,2021,06,June,22
Great gift for a ten year old,7,"My kid loves them!!! He was super happy with the fit, look, and sound",14,5.0,2021,06,June,22
Won’t light up unless usb is plugged in.,8,thank you,2,4.0,2021,06,June,21
Great quality,2,IT DOES NOT WORK for XBOX LIVE WITHOUT A $50. Adapter. All lies in the description. ALL LIES.,18,5.0,2021,06,June,21
Not What You Think,4,"The first headset I received was busted the sound barely worked in only one ear piece. So, I sent it back in for a new one. The return/receiving for the new headset was easy and quick.Now the bad part: The headset is lower quality than the description let on. I felt that the headset sound wasn't the worst, definitely a step up from an earbud headset. The mic, however, doesn't past any quality test of mine. I have always had an easy time of speaking to my team/friends but after getting this they could barely hear me. They described it as if I were across the room trying to speak into the mic (I obviously wasn't). I was disappointed with my purchase. Definitely going to purchase a new headset from a more reputable company.",134,2.0,2021,06,June,21
Comfortable,1,"The headsets volume is terrible and the people you play with will barely be able to hear you even if you max the output volume on it. The sound quality is also terrible as it randomly amplifies certain sounds and makes everyone sound like they are talking into a cup.Overall dont buy this, even though its cheap it is not worth as you wont be able to even function with this hunk of junk.",74,5.0,2021,06,June,21
Reasonable price,2,Had headset one day only Mike stopped working sending back to Amazon not happy with purchase,16,5.0,2021,06,June,21
Headphones 🎧,2,This is not a good headset but its only 20 bucks so you get what you pay for.,18,5.0,2021,06,June,21
SAVE YOUR ONEY FOR A BETTER ONE!!!,7,The only way the lights works if you plug into the xbox  port.then there is a 8 inch  cord to plug into the controller for the mic which doesn't  work. Very poor design.,33,2.0,2021,06,June,20
It works very well,4,We bought our first pair of these and liked them so we decided to buy a second pair. Great quality especially for the price. You plug theae right into your controller. They're also very comfortable!,35,5.0,2021,06,June,20
Awesome and cool,3,Didn't like the way the package showed up though. It came in the original headphone box so anyone could see it. It was also crushed. Glad the headphones weren't damaged.,30,5.0,2021,06,June,20
Updated experience,2,"This product fits like a dream compared to the Razer Kraken line of headsets. The mic isn't as adjustable, but I prefer a fixed mic as it won't wear as badly, and the mic quality seems comparable if not superior. The cord is high quality, as is the included adapter for being a stock part. They look just as cool as the photos aesthetically as well.",66,4.0,2021,06,June,20
Not the best,3,Bought it for my husband during Prime days. He uses them for gaming and says they work well.,18,3.0,2021,06,June,20
Disappointed,1,"Great sound, mic not the best and sometimes hard to hear, mute button does clicking sound that the other person can hear every time",24,1.0,2021,06,June,20
Small Ears,2,Son loved them.,3,1.0,2021,06,June,20
Don't waste the money,4,"They are the worst. The sound is ok, but mic does not work, it sounds like you are underwater when using them.",22,1.0,2021,06,June,19
Great,1,"The headphones arrived very quickly, as someone who has been using them for quite a few months now, they are very durable! I have unfortunately dropped them on the mic a good few times but to all surprise they have held up! Sound quality is good and so is the mic. They do get smudged quite easily though but you get what you pay for. Overall, a solid 4/5 from me!",71,5.0,2021,06,June,19
Good quality for a low price,6,"I do love this product, but I bought it think I had led lights in the ear covers. It does not.",21,4.0,2021,06,June,17
THE BEST HEADPHONES EVER MADE,5,This product is very nice!,5,5.0,2021,06,June,17
i love their products,4,My son likes it!,4,5.0,2021,06,June,17
That he’s happy,3,"The quality was great, and everything worked fine. It was very easy to use, but it only worked for about 6 months until the mic stopped working. It seems others had the same issue as well. Not too bad for price though!EDIT: The Microphone started to work again. It occasionally gets spotty and my audio can sound muffled to others, but that's not all the time. The speakers still work great, I can hear clearly.",75,5.0,2021,06,June,16
Comfortable for long time use!,5,"I originally had rated these lower, because they did not work with our 2 Xbox one controllers after 2 days of using. However after even more fiddling around, we found out we needed to update the controller firmware. Once we did that, the headset worked again!",46,5.0,2021,06,June,16
Great service and comfort,4,Excelente,1,5.0,2021,06,June,16
Headset,1, Doesn’t light up since I got it and only one headphone work,12,5.0,2021,06,June,16
Mic doesn’t work,3,The priced paid for this product and what you receive is amazing.  Thanks for the great product.,17,1.0,2021,06,June,16
Is good and everything but doesn't cancel background noise,9,these headphones are amazing for their price! I have been using them for Fortnite and roblox. the mic works great and the sound quality is overall good. I would highly reccomend for any gamer.,34,3.0,2021,06,June,15
Noise canceling is great,4,This product has to be plugged into the Xbox and controller at the sametime to work. It has about 2 inches of cord making it impossible to play any games.,30,4.0,2021,06,June,15
Good product,2,"I bought these because I play RPGs via Discord and wanted a better mic than my Galaxy Buds+ because sometimes they don't pick up my voice. From the very first night I used this headset, people said there was an echo and they could hear themselves on my mic. It was quite distracting, and I ended up having to switch to my earbuds. I thought that was weird, maybe just a problem with Discord? But I would try some solutions and see if I could get them to work.I used them a little since then and no one said anything, but I kept myself muted unless I was actually speaking. Then my boyfriend complained about hearing YouTube through the mic to the point where it was VERY loud for him when I could barely hear the video myself. I wondered if it might be my Macbook Pro. I did some research to see if there was a setting I could change, or anything else to fix the problem. Nothing did.Then I thought about seeing if other people had had the same problem by checking the reviews. After reading them, I'm convinced the headset has an insane amount of noise leakage and is just bad quality all around. I'm starting the process of returning them through Amazon, because I don't have any faith that the seller will respond or offer me any satisfaction. Bring on the cash offers, but this review is going nowhere.",243,5.0,2021,06,June,15
Wear them all day long,5,Bought here for my son(8)…. He loves them. Lights and mic work great,13,5.0,2021,06,June,15
Nice Quality,2,Very nice headset. sounds are great. only thing I don't really like is that the mic isn't adjustable.,18,5.0,2021,06,June,15
The microphone itself is too short,6,Great product. My son loves it.,6,3.0,2021,06,June,15
Not good,2,Hands down the best headphones I’ve ever used! Can’t beat the incredible price either! RUN.....don’t walk to get yours NOW!!,20,1.0,2021,06,June,15
Mic stopped working after a week,6,"The pictures are how the product arrived. It Was packaged in a cheap plastic bag and the box was mutated.  This was supposed to be a gift for my son and I didn’t have time to replace it (the delivery was late, which would have been just fine If it didn’t arrive like this). Didn’t work. Not sure If it didn’t work because of the delivery or because of the product. Do not buy this, you will not get what you were expecting.",83,1.0,2021,06,June,14
Great product,2,Won't last not even a year this is garbage,9,5.0,2021,06,June,14
Great Product,2,Great sound quality,3,5.0,2021,06,June,14
by If tou,3,They have great sound and the mic is clear . I ordered blue and got red but Im still very satisfied . My last headset was about $100 and they did last 5 years but these have much better sound quality.,41,4.0,2021,06,June,14
Terrible,1,I got this product for my grandson birthday. too play video games.,12,2.0,2021,06,June,14
Love it!!!!,2,The lights only work if you use the USB plug which is not practical for video consoles like xbox and playstation. Sound quality is pretty good but pretty  standard set of headsets without the light feature.,36,5.0,2021,06,June,14
Perfect,1,"They were only good for three months, I want refund",10,5.0,2021,06,June,14
Great headset,2,Stopped working after a month. Should learn my lesson and stop buying from Amazon none of this stuff lasts for very long,22,5.0,2021,06,June,14
Okay product,2,"Super comfortable, flexible, love everything about them. Only complaint is that they don't light up like they appear to. Otherwise it's a steal!",23,3.0,2021,06,June,14
awesome,1,It's hi quality,3,5.0,2021,06,June,14
No Good,2,"Bass is good, the cord is long, comfortable for most people, and its pretty solid for gaming. It's pretty awesome, especially for about twenty bucks. worth a try.",28,1.0,2021,06,June,13
False advertising,2,"Bought in February, already stopped working. I have a headset stand that I place them on when I’m done using so it’s not like they’re tossed aside. And it’s not like I use them every day either.ETA: Customer service sent replacement. Very nice to work with",46,3.0,2021,06,June,13
Nice,1,Good value for the money. Sound quality is Ok.  Cord seems ridiculously long but perhaps it’s because it works on the PC too (using for Xbox). Comfortable to wear.  Kind of big in size so if it’s for a kid just know it may be enormous on them.,48,5.0,2021,06,June,13
Okay for gaming useless for lights/color changing,7,My son is 11 and he has no complaints about this headphone. He said his friends also said they could hear him well and clear.,25,3.0,2021,06,June,13
Really nice,2,The headphones seem to be well-made and the sound quality is great.  These were bought with the thought that they would be good for working at home but my customers keep saying they can’t hear me.  I would imagine it would be just fine for gaming.,46,5.0,2021,06,June,13
only works via 3.5 jack,5,"While these headphones offer great value, I would recommend them to anyone but gamers. This is annoying while gaming because they are VERY loose and gets you distracted. Even after putting it on tight most setting, it undoes the setting. I have a rather average-sized head..",46,2.0,2021,06,June,11
Check connect,2,"best headset for its price . noise cancellation, volume is great, lights up , mic only picks up your voice",20,1.0,2021,06,June,11
Really appreciate the quility.,4,works on xboxdoes not work on pc or ps4,9,5.0,2021,06,June,11
JUNK,1,Just couldn’t get the thing to work with both audio and mic at the same time,16,1.0,2021,06,June,10
good product,2,"I would not recommend this product at all. It’s cheap for a reason. It rarely works. While it looks nice its performance is very poor. In each box they’ll include a little flier saying you’ve won a free product. To receive it you need to leave a good review. While they do indeed follow through and give you the product, it’s a harmless scam to get positive reviews for their bad products. Spend the money on a better product.",79,4.0,2021,06,June,09
Great Price for Teens,4,This product doesn't work for the ps4 as described in description,11,5.0,2021,06,June,09
Lasted a week,3,All I did was turn the mic and out of nowhere it just broke off,15,1.0,2021,06,June,09
Great stuff,2,"Love it, really fast shipping didn’t even expect to come today",11,5.0,2021,06,June,08
Grandson love them.,3,Headline says it all.,4,4.0,2021,06,June,08
Work great!,2,bought for my son to replace another pair.  Works well so far.,12,5.0,2021,06,June,08
Fast,1,Everything is good. Best headset,5,5.0,2021,06,June,08
Love this headset,3,My godson loved the headset.,5,5.0,2021,06,June,08
After a few months of use the ear muffs fell off.,11,"Got 2 of these. They work really well, but it has to be plugged into the usb in order for it to light up which is stupid. You can’t use them on a controller without also plugging the usb into something else. But great for PC.",46,4.0,2021,06,June,08
Nothing,1,"I used the first pair for 3 years and this is my second pair. I use these for work 4 days a week for 4 hours per day (and I take them off and put them on at least 4 times per shift). So, for the price point, they've done me quite well.",53,5.0,2021,06,June,08
Decent Headphones,2,"The max volume sounds more like the minimum volume. This is my first purchase for a gaming headset. Maybe this is normal, but I’m not a fan.",27,5.0,2021,06,June,08
Great Headphones,2,My 13 lives them ... can't hear me when I call for him lol,14,5.0,2021,06,June,08
Nice Headset but mic needs work,6,Decent quality for the price,5,2.0,2021,06,June,08
would recommend,2,My son love this headphones 🎧.....For gaming.,7,5.0,2021,06,June,08
Not bad,2,"Very stiff and plasticy, the lights dont work unless you have a bunch of adapters and connecters, mic part broke after couple months.",23,4.0,2021,06,June,08
Super!!,1,It’s an amazing way to communicate on a game,9,5.0,2021,06,June,07
Great buy,2,They are awesome and great sound.,6,5.0,2021,06,June,07
plug and play once and only once,7,Update- we were sent a new pair free of charge. It's been 2 days and they still work socthats good. Will update after a couple weeks.Worked for a week and then the plug quit working. You have to twist it back and forth to hear anything. I would not buy again.,51,3.0,2021,06,June,07
"It’s pretty good, but....",4,"They’re uncomfortable, and seem really fragile. The cord looks sturdy in the photo, but is actually somewhat flimsy. They’re not noise canceling either. I tried them as soon as I got them, and it was a big disappointing",38,4.0,2021,06,June,07
Highly recommend!,2,Not working after just a few months. Would not buy again.,11,5.0,2021,06,June,07
Durability not all it claims to be,7,"The sound quality is ""ok"", and by that I mean there is some surround sound, left/right, but not so much full directional, and that's pretty important to know.Teammates said mic sounded ok. Downside is the mic is short and stiff, maybe that will protect it better? The mic is adequate and good for the price.Now for the meat of this review... THE EAR COVERS ARE STIFF AND TINY. They wrap around my 3 year olds ears great, not mine though! It's actually PAINFUL to wear these longer than 30 minutes, so don't plan to game long with these. If you have tiny ears, or are under 10 years old, then these are for you. Of you're an adult, move on.I ended up spending 3X more for a Razer Kraken headset and omg let me tell you, for 3X the price I think I got 10X the value. The sound quality of the Razer headset is just miles ahead of these garbage bengoos. You try these trashy bengoos and then try some razer krakens with 7.1 surround and you will blow your mind of the quality difference. Not just in sound quality, but also in build quality, the mic, the comfort of the ear muffs, just wow, I would have paid 10X the price difference if I knew beforehand how big a difference there is between trashy cheap bengoos and actual good quality headsets like Razer... Never going back from Razer, I'll buy them again and again for life now that I know.",252,1.0,2021,06,June,07
Wow!,1,"Lasted barely two weeks. Wire disconnected from the prong. Lights don't work. Needed a cheap set, well I got it.",20,5.0,2021,06,June,07
Aux cable broke off inside the controller,7,"Good fit, good sound, plug and play.",7,1.0,2021,06,June,07
"Great headset to basic uses, comfortable, cheap and affordable price, and very durable.",13,Bought for use with xbox. Hard to get connected but that blame lies squarely with Microsoft.,16,5.0,2021,06,June,06
Affordable & decent,3,Perfect for gaming-- I'm a Minecraft Youtuber and these were perfect for my channel they fitted nicely for any size and were adjustable. The sound cancellation was really good I could'nt hear any of the background noise while working. As soon as i put them on I noticed a difference in the sound it was so much nicer and clearer when I had them on. Best headphones out there 100000000000000/10!!!,70,4.0,2021,06,June,06
Not compatible with laptops,4,"I have loved their products, mainly the Gaming Headset. they are perdectly listenable and I can play without getting tired.  Also its wireless mouse is better than ever, its design is perfect and it can be seen at night with its lights and everything is perfect. I would  recommend your products to all my friends.",55,1.0,2021,06,June,06
Not the greatest,3,It was for my grandsons birthday he loves it. He can’t hear is mother now.,15,3.0,2021,06,June,05
Great For Starting Streamers,4,"Great headphones! I got this headset for my new remote work at home position. I'm on the phone with clients for many hours at a time. Ear buds were hurting my ears, and trying to talk through the computer speaker was making it hard to hear clients and vice versa. This head set I wore for 6 hours straight and never got a headache and my ears didn't hurt. Clients voices were clear. There's also a volume control wheel on the cord of the headset itself which has been extremely useful for switching between a quiet caller and then a loud caller.",102,4.0,2021,06,June,05
Worst head phones I've ever purchased.,6,Updated:The customer service is amazing and so thanks to them I was able to get a replacement that is much more comfortable and even better sound quality,27,1.0,2021,06,June,05
Great for ps4 pro,4,My husband headset he loved them !!!!,7,5.0,2021,06,June,05
Good,1,Really bummed. These seem like really nice headphones but the mic doesn’t work. You can hear fine in them but no one can hear you.,25,5.0,2021,06,June,05
Doesn't work for ps4,4,For online gaming and streaming,5,1.0,2021,06,June,05
Great headphones!,2,Is really comfortable and has a good sound! However the main reason i bought this was for my work from home and i desperately needed a noise cancelling headphones... This simply are not.,33,5.0,2021,06,June,04
Ok,1,Noise canceling+Volume could be louder,5,5.0,2021,06,June,04
Great Quality while durable.,4,"I have two pairs of these, depending on where I am working that day. I wear them at my desk all day long and use them for conference calls, watching videos, or listening to music. Sound quality is great. They fit great and have all day long comfort. At one point, one of the two broke the day after I first used them. I reached out to the company directly. They were very responsive, and sent me a new pair immediately with no hassle. I would highly recommend these.",89,5.0,2021,06,June,04
Not too shabby!,3,The headset has a nice feel to it. A comfortable fit as well. The audio is good as well.,19,4.0,2021,06,June,04
Two cable light up headset,5,I have to like speak louder for it pick up on my voice or move my mouth closer to the mic it’s kind of annoying other then that it’s a cool mic and it looks nice the sound quality is pretty good not bad but if ur a more quieter person like me it’s not for u,57,5.0,2021,06,June,04
Reasonable product,2,"Extremely disappointed... These are not gaming headphones. You can not hear left from right, it's all mixed together.. quality is bad and I will definitely not being buying again",29,3.0,2021,06,June,04
doesnt keep noise quiet around you,6,"Only had the thing for a week and already the mic stopped working. I can't hear them, they can't hear me. I have to unplug and replug a dozen times for it to work again",35,3.0,2021,06,June,04
Grandsons ears for xbox,4,They work perfectly for my son and his online gaming needs. Good buy great seller,15,5.0,2021,06,June,03
Good price,2,I got these for my son for his gaming and decided to use them myself. Love them. I have several more ordered for myself and my other son. Great Product. The sound quality is great.,35,4.0,2021,06,June,03
Bengoo headset,2,There good for gaming but they could be louder,9,5.0,2021,06,June,03
"Definitely worth it, would buy again!",6,First one: mic mute does not work.Returned got new one but same product: headset doesn’t work.Going to return,18,5.0,2021,06,June,03
Perfect,1,"The company is so kind and understanding, really appreciated all their help with the product! 10/10!!!",16,5.0,2021,06,June,03
Broken headphones,2,Gaming,1,1.0,2021,06,June,02
BENGOO HEADSET Review,3,I love how they light up and great background sound canceling!!,11,5.0,2021,06,June,02
Disappointed in theses headphones,4,For gaming is good our pair stop working after three months.,11,1.0,2021,06,June,02
Not happy,2,great value and very sturdy.  Nice color and easy to use.,11,3.0,2021,06,June,02
Good sound quality,3,The speaker or mic did not work!,7,5.0,2021,06,June,02
Love it!,2,These are pretty good headphones but for some reason others can't hear me when I speak,16,5.0,2021,06,June,01
Defective,1,False advertising. No lights turn on like it shows on the picture. I want a refund.,16,1.0,2021,06,June,01
My son loves them!,4,"I like these, it has good sound quality. Sometimes I feel like there’s a pulsing that isn’t from the computer but my computer has had sound issues since I got it. So I’m not quick to blame the headphones. I did get them for gaming and so far have worked better than my other headphones, especially mic wise.",58,5.0,2021,06,June,01
Good quality sound and confortable.,5,Headset wire way to longUSB wire way to short,9,5.0,2021,06,June,01
Broken right out of the box,6,Sound quality is good,4,1.0,2021,06,June,01
Great Buy,2,"the USB is only for a light, it only works via 3.5mm jack.  Misleading advertising.  Useless to me.Sound quality is fine, if a bit quiet.  Noise cancelation is below average, but exactly what you'd expect for 20 bucks.",38,5.0,2021,05,May,31
"Durable, Comfortable & Reliable",4,Mic neverworked tried trouble shooting,5,5.0,2021,05,May,31
Great!,1,Great headset and a great experience with great quality.,9,5.0,2021,05,May,31
Perfect head set for PS4,5,"Absolutely terrible, did not work in any configuration out of the box. They sold me a piece of plastic that looks like headphones. DO NOT BUY.",26,5.0,2021,05,May,30
Good but small ear muffs,5,it does the job for a 12 years old zooming daily for school,13,4.0,2021,05,May,29
Worst mistake ever!!!,3,With teenagers its hard to buy expensive equipment knowing how it will be treated.  But the price of these headphones was good for the value.  My son is very happy with them and they didn't put a huge hole in budget.,41,5.0,2021,05,May,29
Love em,2,Headphones lasted one week before the sound started cutting out. You get what you pay for I guess,18,5.0,2021,05,May,29
Perfect headphones,2,The first two weeks of using this headset was great but something happened after putting it away and the quality is just poor and is cheaply made. Do not recommend.,30,5.0,2021,05,May,29
This is my favorite kind of headphones!,7,I would recommend to anyone if you play PS 4 or 5 this is just the best and great item,20,5.0,2021,05,May,29
Ok,1,"Good quality,  comfortable fit....great sound",5,4.0,2021,05,May,29
Don’t buy,2,Grandson loves them.,3,1.0,2021,05,May,29
High quality headset at a great price!! Buy it!!,9,A gift for my Grandson and he loves them!,9,5.0,2021,05,May,28
"Great for gaming, maybe not so much for working.",9,Quality headphones for the price!,5,4.0,2021,05,May,28
They made it right,4,My son love this hard phone we bought  it for is birthday  and he as it a month now and it's wonderful 😊,23,4.0,2021,05,May,28
